Crypto Currency Identifier,Dataset Name,table_name,column_name,data_type,description(given),description(generated)
Aptos (APT),crypto_aptos_mainnet_us,blocks,block_hash,STRING,The block's hash.,
Aptos (APT),crypto_aptos_mainnet_us,blocks,block_timestamp,TIMESTAMP,The timestamp of when the block was finalized.,
Aptos (APT),crypto_aptos_mainnet_us,blocks,block_unixtimestamp.seconds,INT64,The number of seconds since the unix epoch.,
Aptos (APT),crypto_aptos_mainnet_us,blocks,block_unixtimestamp.nanos,INT64,The number of nanoseconds that have elapsed since the beginning of the second specified in the seconds field.,
Aptos (APT),crypto_aptos_mainnet_us,blocks,block_height,INT64,The block height.,
Aptos (APT),crypto_aptos_mainnet_us,blocks,blockmetadata_tx_version,INT64,The transaction version belongs to the block metadata transaction.,
Aptos (APT),crypto_aptos_mainnet_us,blocks,round,INT64,The shared counter used to select leaders during an epoch of the consensus protocol.,
Aptos (APT),crypto_aptos_mainnet_us,blocks,previous_block_votes_bitvec,BYTES,The previous vote blocks.,
Aptos (APT),crypto_aptos_mainnet_us,blocks,proposer,STRING,"The address of the account that proposed the block.  Represented as a hex encoded 32 byte Aptos account address represented as a 64 character string, left-padded with zeros.",
Aptos (APT),crypto_aptos_mainnet_us,modules,block_height,INT64,The block height when the module was written/modified/deleted.,
Aptos (APT),crypto_aptos_mainnet_us,modules,block_timestamp,TIMESTAMP,The timestamp of when the block that contains the module was written/modified/deleted.,
Aptos (APT),crypto_aptos_mainnet_us,modules,block_unixtimestamp.seconds,INT64,The number of seconds since the unix epoch.,
Aptos (APT),crypto_aptos_mainnet_us,modules,block_unixtimestamp.nanos,INT64,The number of nanoseconds that have elapsed since the beginning of the second specified in the seconds field.,
Aptos (APT),crypto_aptos_mainnet_us,modules,tx_version,INT64,The transaction version when the written/modified/deleted.,
Aptos (APT),crypto_aptos_mainnet_us,modules,tx_hash,STRING,The hash of the transaction when the module was written/modified/deleted.,
Aptos (APT),crypto_aptos_mainnet_us,modules,change_index,INT64,The index of the change in the transaction where the module was written/modified/deleted.,
Aptos (APT),crypto_aptos_mainnet_us,modules,bytecode,BYTES,The bytecode associated with this module.,
Aptos (APT),crypto_aptos_mainnet_us,modules,address,STRING,"A hex encoded 32 byte Aptos account address represented as a 64 character string, left-padded with zeros.",
Aptos (APT),crypto_aptos_mainnet_us,modules,name,STRING,"The name of the module, may not be available if missing ABI info.",
Aptos (APT),crypto_aptos_mainnet_us,modules,friends.address,STRING,"A hex encoded 32 byte Aptos account address represented as a 64 character string, left-padded with zeros.",
Aptos (APT),crypto_aptos_mainnet_us,modules,friends.name,STRING,The name of the friend.,
Aptos (APT),crypto_aptos_mainnet_us,modules,exposed_functions.name,STRING,The name of the exposed function.,
Aptos (APT),crypto_aptos_mainnet_us,modules,exposed_functions.visibility,STRING,"Move function visibility.  Should be `private`, `public`, or `friend`.",
Aptos (APT),crypto_aptos_mainnet_us,modules,exposed_functions.is_entry,BOOL,Whether the function can be called as an entry function directly in a transaction.,
Aptos (APT),crypto_aptos_mainnet_us,modules,exposed_functions.generic_type_params.constraints,ARRAY<STRING>,The constraints associated with the parameter.,
Aptos (APT),crypto_aptos_mainnet_us,modules,exposed_functions.params,ARRAY<STRING>,Parameters associated with the move function.,
Aptos (APT),crypto_aptos_mainnet_us,modules,exposed_functions.return,ARRAY<STRING>,Return type of the function.,
Aptos (APT),crypto_aptos_mainnet_us,modules,structs.name,STRING,Name of the struct in the module.,
Aptos (APT),crypto_aptos_mainnet_us,modules,structs.is_native,BOOL,Whether the struct is native struct of the module.,
Aptos (APT),crypto_aptos_mainnet_us,modules,structs.abilities,ARRAY<STRING>,Abilities associated with the struct in the module.,
Aptos (APT),crypto_aptos_mainnet_us,modules,structs.generic_type_params.constraints,ARRAY<STRING>,The constraints associated with the parameter.,
Aptos (APT),crypto_aptos_mainnet_us,modules,structs.generic_type_params.is_phantom,BOOL,Whether represents a phantom field,
Aptos (APT),crypto_aptos_mainnet_us,modules,structs.fields.name,STRING,The name of the field.,
Aptos (APT),crypto_aptos_mainnet_us,modules,structs.fields.type,STRING,The field type.,
Aptos (APT),crypto_aptos_mainnet_us,resources,block_height,INT64,The block height this resource write/delete occurred during.,
Aptos (APT),crypto_aptos_mainnet_us,resources,block_timestamp,TIMESTAMP,The timestamp of the block this change occurred during.,
Aptos (APT),crypto_aptos_mainnet_us,resources,block_unixtimestamp.seconds,INT64,The number of seconds since the unix epoch.,
Aptos (APT),crypto_aptos_mainnet_us,resources,block_unixtimestamp.nanos,INT64,The number of nanoseconds that have elapsed since the beginning of the second specified in the seconds field.,
Aptos (APT),crypto_aptos_mainnet_us,resources,tx_version,INT64,The version of the transaction containing the change.,
Aptos (APT),crypto_aptos_mainnet_us,resources,tx_hash,STRING,The hash of the transaction containing the change.,
Aptos (APT),crypto_aptos_mainnet_us,resources,tx_sequence_number,INT64,"Only applicable with changes occuring during a `user` transactions, represents the `n` transaction committed by the account, and is incremented each time an account commits a transaction.  Can be used as an unique identifier for a transaction among a singular user. ",
Aptos (APT),crypto_aptos_mainnet_us,resources,change_index,INT64,The index of the change within the transaction.,
Aptos (APT),crypto_aptos_mainnet_us,resources,address,STRING,"A hex encoded 32 byte Aptos account address.  This is represented in a string as a 64 character hex string, left padded with zeros.",
Aptos (APT),crypto_aptos_mainnet_us,resources,state_key_hash,STRING,The state key hash,
Aptos (APT),crypto_aptos_mainnet_us,resources,change_type,STRING,"The type of change, either `delete_resource` or `write_resource`.",
Aptos (APT),crypto_aptos_mainnet_us,resources,struct_tag.address,STRING,"A hex encoded 32 byte Aptos account address represented as a 64 character string, left-padded with zeros.",
Aptos (APT),crypto_aptos_mainnet_us,resources,struct_tag.module,STRING,Module of the struct tag,
Aptos (APT),crypto_aptos_mainnet_us,resources,struct_tag.name,STRING,The name of the struct tag,
Aptos (APT),crypto_aptos_mainnet_us,resources,struct_tag.generic_type_params,ARRAY<STRING>,List of the generic type parameters,
Aptos (APT),crypto_aptos_mainnet_us,resources,type_str,STRING,String representing the type of the resource.,
Aptos (APT),crypto_aptos_mainnet_us,resources,resource,JSON,"Applicable when type is `write_resource`, the data representing the resource.",
Aptos (APT),crypto_aptos_mainnet_us,changes,block_height,INT64,The block height this change occurred during.,
Aptos (APT),crypto_aptos_mainnet_us,changes,block_timestamp,TIMESTAMP,The timestamp of the block this change occurred during.,
Aptos (APT),crypto_aptos_mainnet_us,changes,block_unixtimestamp.seconds,INT64,The number of seconds since the unix epoch.,
Aptos (APT),crypto_aptos_mainnet_us,changes,block_unixtimestamp.nanos,INT64,The number of nanoseconds that have elapsed since the beginning of the second specified in the seconds field.,
Aptos (APT),crypto_aptos_mainnet_us,changes,tx_version,INT64,The version of the transaction containing the change.,
Aptos (APT),crypto_aptos_mainnet_us,changes,tx_hash,STRING,The hash of the transaction containing the change.,
Aptos (APT),crypto_aptos_mainnet_us,changes,tx_sequence_number,INT64,"Only applicable with changes occuring during a `user` transactions, represents the `n` transaction committed by the account, and is incremented each time an account commits a transaction.  Can be used as an unique identifier for a transaction among a singular user.",
Aptos (APT),crypto_aptos_mainnet_us,changes,change_index,INT64,The index of the change within the transaction.,
Aptos (APT),crypto_aptos_mainnet_us,changes,change_type,STRING,"The type of change, either `delete_module`, `write_module`, `delete_resource`, `write_resource`, `delete_table_item`, or `write_table_item`.",
Aptos (APT),crypto_aptos_mainnet_us,changes,address,STRING,"A hex encoded 32 byte Aptos account address.  This is represented in a string as a 64 character hex string, left padded with zeros.",
Aptos (APT),crypto_aptos_mainnet_us,changes,state_key_hash,STRING,The state key hash,
Aptos (APT),crypto_aptos_mainnet_us,transactions,block_height,INT64,The height of the block containing this transaction.,
Aptos (APT),crypto_aptos_mainnet_us,transactions,block_timestamp,TIMESTAMP,Timestamp of when the block containing this transaction was finalized.,
Aptos (APT),crypto_aptos_mainnet_us,transactions,block_unixtimestamp.seconds,INT64,The number of seconds since the unix epoch.,
Aptos (APT),crypto_aptos_mainnet_us,transactions,block_unixtimestamp.nanos,INT64,The number of nanoseconds that have elapsed since the beginning of the second specified in the seconds field.,
Aptos (APT),crypto_aptos_mainnet_us,transactions,tx_type,STRING,"The type of the transaction, limited to `user`, `genesis`, `block_metadata`, and `state_checkpoint`.  No `pending` transactions are added.",
Aptos (APT),crypto_aptos_mainnet_us,transactions,tx_version,INT64,An unique identifier for a transaction.,
Aptos (APT),crypto_aptos_mainnet_us,transactions,tx_hash,STRING,A hash representing this transaction.,
Aptos (APT),crypto_aptos_mainnet_us,transactions,state_change_hash,STRING,A hash representing the changes of the blockchain state after the transaction,
Aptos (APT),crypto_aptos_mainnet_us,transactions,event_root_hash,STRING,The event root hash of the transaction.,
Aptos (APT),crypto_aptos_mainnet_us,transactions,state_checkpoint_hash,STRING,A hash representing the state of the blockchain at the moment of this transaction.,
Aptos (APT),crypto_aptos_mainnet_us,transactions,gas_used,INT64,"The amount of computational resources consumed to process this transaction, measured in Octa (APT = Octa / 1E8).",
Aptos (APT),crypto_aptos_mainnet_us,transactions,success,BOOL,Whether the transaction was successful.,
Aptos (APT),crypto_aptos_mainnet_us,transactions,vm_status,STRING,The VM status of the transaction; can be useful during failure.,
Aptos (APT),crypto_aptos_mainnet_us,transactions,accumulator_root_hash,STRING,The root hash of the Merkle accumulator.,
Aptos (APT),crypto_aptos_mainnet_us,transactions,sequence_number,INT64,"Only applicable with `user` transactions, represents the `n` transaction committed by the account, and is incremented each time an account commits a transaction.  Can be used as an unique identifier for a transaction among a singular user.",
Aptos (APT),crypto_aptos_mainnet_us,transactions,max_gas_amount,INT64,The maximum amount of gas that a sender is willing to pay for a transaction. Gas charges are equal to the base gas cost covered by computation and IO multiplied by the gas price. Gas costs also include storage with an Apt-fixed priced storage model. This is represented as Octas or units of 10E-8 Aptos utility tokens.,
Aptos (APT),crypto_aptos_mainnet_us,transactions,gas_unit_price,INT64,The price per unit of gas that a sender is willing to pay to execute a transaction represented as Octa or units of 10E-8 utility tokens.,
Aptos (APT),crypto_aptos_mainnet_us,transactions,sender,STRING,"Sender is the address of the originator account for a transaction, represented as a 64 character hex string, left-padded with zeros.",
Aptos (APT),crypto_aptos_mainnet_us,transactions,num_events,INT64,"The number of events that occurred.  If null, no events can occur in that type of transaction, if 0 then no events occurred.",
Aptos (APT),crypto_aptos_mainnet_us,transactions,num_changes.total,INT64,The total amount of changes to occur in this transaction.,
Aptos (APT),crypto_aptos_mainnet_us,transactions,num_changes.delete_module,INT64,The total number of changes deleting modules occured.,
Aptos (APT),crypto_aptos_mainnet_us,transactions,num_changes.delete_resource,INT64,The total number of changes deleting resources occured.,
Aptos (APT),crypto_aptos_mainnet_us,transactions,num_changes.delete_table_item,INT64,The total number of changes deleting table items occured.,
Aptos (APT),crypto_aptos_mainnet_us,transactions,num_changes.write_module,INT64,The total number of changes writing modules occured.,
Aptos (APT),crypto_aptos_mainnet_us,transactions,num_changes.write_resource,INT64,The total number of changes writing resources occured.,
Aptos (APT),crypto_aptos_mainnet_us,transactions,num_changes.write_table_item,INT64,The total number of changes writing table items occured.,
Aptos (APT),crypto_aptos_mainnet_us,transactions,expiration_timestamp,TIMESTAMP,"Time that user transaction would expire, only applicable for `user` transactions.  Some timestamps far from the Unix epoch may be null for user transactions, whereas the column `expiration_unixtimestamp` should always be filled.",
Aptos (APT),crypto_aptos_mainnet_us,transactions,expiration_unixtimestamp.seconds,INT64,The number of seconds since the unix epoch.,
Aptos (APT),crypto_aptos_mainnet_us,transactions,expiration_unixtimestamp.nanos,INT64,The number of nanoseconds that have elapsed since the beginning of the second specified in the seconds field.,
Aptos (APT),crypto_aptos_mainnet_us,transactions,payload_type,STRING,"One of the following payload types: `entry_function`, `script`, `module_bundle`, `multisig`.",
Aptos (APT),crypto_aptos_mainnet_us,transactions,payload.function,STRING,Applicable when type is `entry_function`. Entry function id is string representation of a entry function defined on-chain. The format {address}::{module name}::{function name}.  Both module name and function name are case-sensitive.  Addresses are represented as a 64 character hex string.,
Aptos (APT),crypto_aptos_mainnet_us,transactions,payload.entry_function_id_str,STRING,,
Aptos (APT),crypto_aptos_mainnet_us,transactions,payload.type_arguments,ARRAY<STRING>,Applicable when type is `entry_function` or `script`. Type arguments of the function.,
Aptos (APT),crypto_aptos_mainnet_us,transactions,payload.arguments,ARRAY<STRING>,Applicable when type is `entry_function` or `script`. Arguments of the function.,
Aptos (APT),crypto_aptos_mainnet_us,transactions,payload.execute_as,STRING,"A hex encoded 32 byte Aptos account address, address represented as a 64 character string, left-padded with zeroes.",
Aptos (APT),crypto_aptos_mainnet_us,transactions,payload.code.bytecode,BYTES,The bytecode of the code.,
Aptos (APT),crypto_aptos_mainnet_us,transactions,payload.code.abi.name,STRING,Name associated with the code.,
Aptos (APT),crypto_aptos_mainnet_us,transactions,payload.code.abi.visibility,STRING,"The visibility; should be `unspecified`, `private`, `public`, or `friend`.",
Aptos (APT),crypto_aptos_mainnet_us,transactions,payload.code.abi.is_entry,BOOL,Whether the code can be invoked by other users or contracts.,
Aptos (APT),crypto_aptos_mainnet_us,transactions,payload.code.abi.is_view,BOOL,Indicates the code is read only.,
Aptos (APT),crypto_aptos_mainnet_us,transactions,payload.code.abi.generic_type_params.generics_types,ARRAY<STRING>,DEPRECATED,
Aptos (APT),crypto_aptos_mainnet_us,transactions,payload.code.abi.generic_type_params.constraints,ARRAY<STRING>,The generic types.,
Aptos (APT),crypto_aptos_mainnet_us,transactions,payload.code.abi.params,ARRAY<STRING>,The parameters applied.,
Aptos (APT),crypto_aptos_mainnet_us,transactions,payload.code.abi.return,ARRAY<STRING>,The return values.,
Aptos (APT),crypto_aptos_mainnet_us,transactions,payload.multisig_address,STRING,"The multisig address, applicable when payload type is `multisig`.",
Aptos (APT),crypto_aptos_mainnet_us,transactions,payload.tx_payload.function,STRING,Location of the function being called.,
Aptos (APT),crypto_aptos_mainnet_us,transactions,payload.tx_payload.type_arguments,ARRAY<STRING>,The types of the arguments.,
Aptos (APT),crypto_aptos_mainnet_us,transactions,payload.tx_payload.arguments,ARRAY<STRING>,The argument values.,
Aptos (APT),crypto_aptos_mainnet_us,transactions,num_signatures,INT64,The number of signature records produced.,
Aptos (APT),crypto_aptos_mainnet_us,events,block_height,INT64,The block height this event occurred during.,
Aptos (APT),crypto_aptos_mainnet_us,events,block_timestamp,TIMESTAMP,The timestamp of when the block this event occurred during was finalized.,
Aptos (APT),crypto_aptos_mainnet_us,events,block_unixtimestamp.seconds,INT64,The number of seconds since the unix epoch.,
Aptos (APT),crypto_aptos_mainnet_us,events,block_unixtimestamp.nanos,INT64,The number of nanoseconds that have elapsed since the beginning of the second specified in the seconds field.,
Aptos (APT),crypto_aptos_mainnet_us,events,tx_version,INT64,The transaction version that this event occurred during.,
Aptos (APT),crypto_aptos_mainnet_us,events,tx_hash,STRING,The transaction hash that this event occurred during.,
Aptos (APT),crypto_aptos_mainnet_us,events,tx_sequence_number,INT64,"Only applicable with changes occuring during a `user` transactions, represents the `n` transaction committed by the account, and is incremented each time an account commits a transaction.  Can be used as an unique identifier for a transaction among a singular user. ",
Aptos (APT),crypto_aptos_mainnet_us,events,event_index,INT64,The index of the events within the transaction.,
Aptos (APT),crypto_aptos_mainnet_us,events,address,STRING,"A hex encoded 32 byte Aptos account address represented as a 64 character string, left-padded with zeros.",
Aptos (APT),crypto_aptos_mainnet_us,events,creation_num,INT64,64bit unsigned incremental integer for events on each address.,
Aptos (APT),crypto_aptos_mainnet_us,events,sequence_number,INT64,Sequence number as an unsigned integer within an event.,
Aptos (APT),crypto_aptos_mainnet_us,events,event_type,STRING,"String representation of an on-chain Move type tag that is exposed in transaction payload. Values: `bool`, `u8`, `u16`, `u32`, `u64`, `u128`, `u256`, `address`, `signer`, vectors as `vector<{non-reference MoveTypeId}>`, and structs as `{address}::{module_name}::{struct_name}::<{generic types}>`.  Note addresses will be standardized to a 64 character string, left-padded with zeros.",
Aptos (APT),crypto_aptos_mainnet_us,events,data,JSON,The event data.,
Aptos (APT),crypto_aptos_mainnet_us,table_items,block_height,INT64,The block height this table write/delete occurred during.,
Aptos (APT),crypto_aptos_mainnet_us,table_items,block_timestamp,TIMESTAMP,The timestamp of the block this table write/delete occurred during.,
Aptos (APT),crypto_aptos_mainnet_us,table_items,block_unixtimestamp.seconds,INT64,The number of seconds since the unix epoch.,
Aptos (APT),crypto_aptos_mainnet_us,table_items,block_unixtimestamp.nanos,INT64,The number of nanoseconds that have elapsed since the beginning of the second specified in the seconds field.,
Aptos (APT),crypto_aptos_mainnet_us,table_items,tx_version,INT64,The version of the transaction containing the change.,
Aptos (APT),crypto_aptos_mainnet_us,table_items,tx_hash,STRING,The hash of the transaction containing the change.,
Aptos (APT),crypto_aptos_mainnet_us,table_items,tx_sequence_number,INT64,"Only applicable with changes occuring during a `user` transactions, represents the `n` transaction committed by the account, and is incremented each time an account commits a transaction.  Can be used as an unique identifier for a transaction among a singular user.",
Aptos (APT),crypto_aptos_mainnet_us,table_items,change_index,INT64,The index of the change within the transaction in which this table item write/delete occurred.,
Aptos (APT),crypto_aptos_mainnet_us,table_items,change_type,STRING,"The type of change: `delete_table_item`, or `write_table_item`.",
Aptos (APT),crypto_aptos_mainnet_us,table_items,address,STRING,"The table_handle. A hex encoded 32 byte Aptos account address.  This is represented in a string as a 64 character hex string, left padded with zeros.",
Aptos (APT),crypto_aptos_mainnet_us,table_items,state_key_hash,STRING,The state key hash.,
Aptos (APT),crypto_aptos_mainnet_us,table_items,key.name,STRING,The key's name.,
Aptos (APT),crypto_aptos_mainnet_us,table_items,key.type,STRING,The key's type.,
Aptos (APT),crypto_aptos_mainnet_us,table_items,value.content,STRING,The value's content.,
Aptos (APT),crypto_aptos_mainnet_us,table_items,value.type,STRING,The value's type.,
Aptos (APT),crypto_aptos_mainnet_us,signatures,block_height,INT64,The height of the block.,
Aptos (APT),crypto_aptos_mainnet_us,signatures,block_timestamp,TIMESTAMP,Timestamp of when the block was finalized.,
Aptos (APT),crypto_aptos_mainnet_us,signatures,block_unixtimestamp.seconds,INT64,The number of seconds since the unix epoch.,
Aptos (APT),crypto_aptos_mainnet_us,signatures,block_unixtimestamp.nanos,INT64,The number of nanoseconds that have elapsed since the beginning of the second specified in the seconds field.,
Aptos (APT),crypto_aptos_mainnet_us,signatures,tx_version,INT64,An unique identifier for a transaction.,
Aptos (APT),crypto_aptos_mainnet_us,signatures,tx_hash,STRING,A hash representing this transaction.,
Aptos (APT),crypto_aptos_mainnet_us,signatures,threshold,INT64,"The number of required signatures, applicable with Multi-Ed25519 signatures",
Aptos (APT),crypto_aptos_mainnet_us,signatures,build_type,STRING,"Describes how the signature was built: `ed25519`, `multi_ed25519`, `multi_agent`, `fee_payer`, `single_sender`",
Aptos (APT),crypto_aptos_mainnet_us,signatures,public_key.type,STRING,"The public key type: `unspecified`, `ed25519`, `secp256k1_ecdsa`, `secp256r1_ecdsa`.",
Aptos (APT),crypto_aptos_mainnet_us,signatures,public_key.value,STRING,The hex value represents the public key.,
Aptos (APT),crypto_aptos_mainnet_us,signatures,public_key.index,INT64,Applicable when part of a Multi-Ed25519,
Aptos (APT),crypto_aptos_mainnet_us,signatures,signature.type,STRING,"The public key type: `unspecified`, `ed25519`, `secp256k1_ecdsa`, `webauthn`, `ZkId`.",
Aptos (APT),crypto_aptos_mainnet_us,signatures,signature.value,STRING,The hex value representing the signature bytes.,
Aptos (APT),crypto_aptos_mainnet_us,signatures,signature.index,INT64,Applicable when signature was part of a multi key signature,
Aptos (APT),crypto_aptos_mainnet_us,signatures,is_secondary,BOOL,Whether this signature was a secondary signature.  Null if not applicable.,
Aptos (APT),crypto_aptos_mainnet_us,signatures,is_fee_payer,BOOL,Whether this signature was a fee payer signature. Null if not applicable.,
Aptos (APT),crypto_aptos_mainnet_us,signatures,is_sender,BOOL,Whether this signature was the sender signature. Null if not applicable.,
Aptos (APT),crypto_aptos_mainnet_us,signatures,signer,STRING,Address of the signer's account,
Zilliqa (ZIL),crypto_zilliqa,transitions,block_number,INT64,,
Zilliqa (ZIL),crypto_zilliqa,transitions,block_timestamp,TIMESTAMP,,
Zilliqa (ZIL),crypto_zilliqa,transitions,transaction_id,STRING,,
Zilliqa (ZIL),crypto_zilliqa,transitions,index,INT64,,
Zilliqa (ZIL),crypto_zilliqa,transitions,accepted,BOOL,,
Zilliqa (ZIL),crypto_zilliqa,transitions,addr,STRING,,
Zilliqa (ZIL),crypto_zilliqa,transitions,depth,INT64,,
Zilliqa (ZIL),crypto_zilliqa,transitions,amount,NUMERIC,,
Zilliqa (ZIL),crypto_zilliqa,transitions,recipient,STRING,,
Zilliqa (ZIL),crypto_zilliqa,transitions,tag,STRING,,
Zilliqa (ZIL),crypto_zilliqa,transitions,params,ARRAY<STRING>,,
Zilliqa (ZIL),crypto_zilliqa,transactions,id,STRING,,
Zilliqa (ZIL),crypto_zilliqa,transactions,block_number,INT64,,
Zilliqa (ZIL),crypto_zilliqa,transactions,block_timestamp,TIMESTAMP,,
Zilliqa (ZIL),crypto_zilliqa,transactions,amount,NUMERIC,,
Zilliqa (ZIL),crypto_zilliqa,transactions,code,STRING,,
Zilliqa (ZIL),crypto_zilliqa,transactions,data,STRING,,
Zilliqa (ZIL),crypto_zilliqa,transactions,gas_limit,INT64,,
Zilliqa (ZIL),crypto_zilliqa,transactions,gas_price,INT64,,
Zilliqa (ZIL),crypto_zilliqa,transactions,sender_pub_key,STRING,,
Zilliqa (ZIL),crypto_zilliqa,transactions,sender,STRING,,
Zilliqa (ZIL),crypto_zilliqa,transactions,signature,BYTES,,
Zilliqa (ZIL),crypto_zilliqa,transactions,to_addr,STRING,,
Zilliqa (ZIL),crypto_zilliqa,transactions,version,INT64,,
Zilliqa (ZIL),crypto_zilliqa,transactions,accepted,BOOL,,
Zilliqa (ZIL),crypto_zilliqa,transactions,success,BOOL,,
Zilliqa (ZIL),crypto_zilliqa,transactions,cumulative_gas,INT64,,
Zilliqa (ZIL),crypto_zilliqa,transactions,epoch_num,INT64,,
Zilliqa (ZIL),crypto_zilliqa,ds_blocks,number,INT64,,
Zilliqa (ZIL),crypto_zilliqa,ds_blocks,timestamp,TIMESTAMP,,
Zilliqa (ZIL),crypto_zilliqa,ds_blocks,difficulty,INT64,,
Zilliqa (ZIL),crypto_zilliqa,ds_blocks,difficulty_ds,INT64,,
Zilliqa (ZIL),crypto_zilliqa,ds_blocks,gas_price,INT64,,
Zilliqa (ZIL),crypto_zilliqa,ds_blocks,ds_leader_pub_key,STRING,,
Zilliqa (ZIL),crypto_zilliqa,ds_blocks,ds_leader_address,STRING,,
Zilliqa (ZIL),crypto_zilliqa,ds_blocks,prev_hash,STRING,,
Zilliqa (ZIL),crypto_zilliqa,ds_blocks,signature,BYTES,,
Zilliqa (ZIL),crypto_zilliqa,exceptions,block_number,INT64,,
Zilliqa (ZIL),crypto_zilliqa,exceptions,block_timestamp,TIMESTAMP,,
Zilliqa (ZIL),crypto_zilliqa,exceptions,transaction_id,STRING,,
Zilliqa (ZIL),crypto_zilliqa,exceptions,index,INT64,,
Zilliqa (ZIL),crypto_zilliqa,exceptions,line,INT64,,
Zilliqa (ZIL),crypto_zilliqa,exceptions,message,STRING,,
Zilliqa (ZIL),crypto_zilliqa,tx_blocks,number,INT64,,
Zilliqa (ZIL),crypto_zilliqa,tx_blocks,ds_block_number,INT64,,
Zilliqa (ZIL),crypto_zilliqa,tx_blocks,timestamp,TIMESTAMP,,
Zilliqa (ZIL),crypto_zilliqa,tx_blocks,version,INT64,,
Zilliqa (ZIL),crypto_zilliqa,tx_blocks,gas_limit,INT64,,
Zilliqa (ZIL),crypto_zilliqa,tx_blocks,gas_used,INT64,,
Zilliqa (ZIL),crypto_zilliqa,tx_blocks,mb_info_hash,STRING,,
Zilliqa (ZIL),crypto_zilliqa,tx_blocks,tx_leader_pub_key,STRING,,
Zilliqa (ZIL),crypto_zilliqa,tx_blocks,tx_leader_address,STRING,,
Zilliqa (ZIL),crypto_zilliqa,tx_blocks,num_micro_blocks,INT64,,
Zilliqa (ZIL),crypto_zilliqa,tx_blocks,num_transactions,INT64,,
Zilliqa (ZIL),crypto_zilliqa,tx_blocks,num_present_transactions,INT64,,
Zilliqa (ZIL),crypto_zilliqa,tx_blocks,prev_block_hash,STRING,,
Zilliqa (ZIL),crypto_zilliqa,tx_blocks,rewards,INT64,,
Zilliqa (ZIL),crypto_zilliqa,tx_blocks,state_delta_hash,STRING,,
Zilliqa (ZIL),crypto_zilliqa,tx_blocks,state_root_hash,STRING,,
Zilliqa (ZIL),crypto_zilliqa,tx_blocks,header_signature,BYTES,,
Zilliqa (ZIL),crypto_zilliqa,event_logs,block_number,INT64,,
Zilliqa (ZIL),crypto_zilliqa,event_logs,block_timestamp,TIMESTAMP,,
Zilliqa (ZIL),crypto_zilliqa,event_logs,transaction_id,STRING,,
Zilliqa (ZIL),crypto_zilliqa,event_logs,index,INT64,,
Zilliqa (ZIL),crypto_zilliqa,event_logs,address,STRING,,
Zilliqa (ZIL),crypto_zilliqa,event_logs,event_name,STRING,,
Zilliqa (ZIL),crypto_zilliqa,event_logs,params,ARRAY<STRING>,,
Tezos (XTZ),crypto_tezos,register_global_constant_operations,level,INT64,Block level,
Tezos (XTZ),crypto_tezos,register_global_constant_operations,timestamp,TIMESTAMP,Block timestamp,
Tezos (XTZ),crypto_tezos,register_global_constant_operations,block_hash,STRING,Block hash,
Tezos (XTZ),crypto_tezos,register_global_constant_operations,branch,STRING,Branch,
Tezos (XTZ),crypto_tezos,register_global_constant_operations,signature,STRING,Operation signature,
Tezos (XTZ),crypto_tezos,register_global_constant_operations,operation_hash,STRING,Operation hash,
Tezos (XTZ),crypto_tezos,register_global_constant_operations,operation_group_index,INT64,Operation group index,
Tezos (XTZ),crypto_tezos,register_global_constant_operations,operation_index,INT64,Operation index,
Tezos (XTZ),crypto_tezos,register_global_constant_operations,content_index,INT64,Operation content index,
Tezos (XTZ),crypto_tezos,register_global_constant_operations,internal_operation_index,INT64,"If operation is found in internal operation results, this field contains internal operation index",
Tezos (XTZ),crypto_tezos,register_global_constant_operations,source,STRING,,
Tezos (XTZ),crypto_tezos,register_global_constant_operations,destination,STRING,,
Tezos (XTZ),crypto_tezos,register_global_constant_operations,fee,INT64,,
Tezos (XTZ),crypto_tezos,register_global_constant_operations,amount,INT64,,
Tezos (XTZ),crypto_tezos,register_global_constant_operations,counter,INT64,,
Tezos (XTZ),crypto_tezos,register_global_constant_operations,gas_limit,INT64,,
Tezos (XTZ),crypto_tezos,register_global_constant_operations,storage_limit,INT64,,
Tezos (XTZ),crypto_tezos,register_global_constant_operations,status,STRING,,
Tezos (XTZ),crypto_tezos,register_global_constant_operations,consumed_gas,INT64,,
Tezos (XTZ),crypto_tezos,register_global_constant_operations,storage_size,INT64,,
Tezos (XTZ),crypto_tezos,register_global_constant_operations,value,STRING,,
Tezos (XTZ),crypto_tezos,origination_operations,level,INT64,Block level,
Tezos (XTZ),crypto_tezos,origination_operations,timestamp,TIMESTAMP,Block timestamp,
Tezos (XTZ),crypto_tezos,origination_operations,block_hash,STRING,Block hash,
Tezos (XTZ),crypto_tezos,origination_operations,branch,STRING,Branch,
Tezos (XTZ),crypto_tezos,origination_operations,signature,STRING,Operation signature,
Tezos (XTZ),crypto_tezos,origination_operations,operation_hash,STRING,Operation hash,
Tezos (XTZ),crypto_tezos,origination_operations,operation_group_index,INT64,Operation group index,
Tezos (XTZ),crypto_tezos,origination_operations,operation_index,INT64,Operation index,
Tezos (XTZ),crypto_tezos,origination_operations,content_index,INT64,Operation content index,
Tezos (XTZ),crypto_tezos,origination_operations,internal_operation_index,INT64,"If operation is found in internal operation results, this field contains internal operation index",
Tezos (XTZ),crypto_tezos,origination_operations,source,STRING,,
Tezos (XTZ),crypto_tezos,origination_operations,delegate,STRING,,
