Crypto Currency Identifier,Dataset Name,table_name,column_name,data_type,description(given),description(generated)
Polkadot (DOT),crypto_polkadot,events1001,extrinsic_hash,STRING,Extrinsic hash of the extrinsic that includes this event,
Polkadot (DOT),crypto_polkadot,events1001,block_time,TIMESTAMP,Block time (unix time) of the block that includes this event,
Polkadot (DOT),crypto_polkadot,events1001,block_number,INT64,Block number of the block that includes this event,
Polkadot (DOT),crypto_polkadot,events1001,block_hash,STRING,Block hash of the block that includes this event,
Polkadot (DOT),crypto_polkadot,events1001,data_decoded,JSON,"Decoded JSON data of the event, if available",
Polkadot (DOT),crypto_polkadot,extrinsics2008,hash,STRING,"Hash of extrinsic data -- because of account reaping, may not be unique",
Polkadot (DOT),crypto_polkadot,extrinsics2008,extrinsic_id,STRING,Extrinsic ID of extrinsic,
Polkadot (DOT),crypto_polkadot,extrinsics2008,block_time,TIMESTAMP,Block timestamp of block that includes the extrinsic,
Polkadot (DOT),crypto_polkadot,extrinsics2008,block_number,INT64,Block number that includes the extrinsic,
Polkadot (DOT),crypto_polkadot,extrinsics2008,block_hash,STRING,Block hash of extrinsic,
Polkadot (DOT),crypto_polkadot,extrinsics2008,lifetime,JSON,Lifetime of extrinsic,
Polkadot (DOT),crypto_polkadot,extrinsics2008,section,STRING,Pallet/section of extrinsic,
Polkadot (DOT),crypto_polkadot,extrinsics2008,method,STRING,Method of extrinsic pallet/section,
Polkadot (DOT),crypto_polkadot,extrinsics2008,params,JSON,Parameters of extrinsic,
Polkadot (DOT),crypto_polkadot,extrinsics2008,fee,FLOAT64,Fee of extrinsic,
Polkadot (DOT),crypto_polkadot,extrinsics2008,weight,INT64,Extrinsic weight (if available),
Polkadot (DOT),crypto_polkadot,extrinsics2008,signed,BOOL,Whether extrinsic has been signed (true) or not (false),
Polkadot (DOT),crypto_polkadot,extrinsics2008,signer_ss58,STRING,"SS58 Address of Signer of extrinsic, if signed",
Polkadot (DOT),crypto_polkadot,extrinsics2008,signer_pub_key,STRING,Pub key of Signer of extrinsic,
Polkadot (DOT),crypto_polkadot,extrinsics2008,fee_usd,FLOAT64,Fee USD of extrinsic (if available),
Polkadot (DOT),crypto_polkadot,extrinsics2008,status,BOOL,,
Polkadot (DOT),crypto_polkadot,specversions2043,spec_version,INT64,,
Polkadot (DOT),crypto_polkadot,specversions2043,block_number,INT64,,
Polkadot (DOT),crypto_polkadot,specversions2043,block_hash,STRING,,
Polkadot (DOT),crypto_polkadot,specversions2043,block_time,TIMESTAMP,,
Polkadot (DOT),crypto_polkadot,specversions2043,spec,JSON,,
Polkadot (DOT),crypto_polkadot,extrinsics2000,hash,STRING,"Hash of extrinsic data -- because of account reaping, may not be unique",
Polkadot (DOT),crypto_polkadot,extrinsics2000,extrinsic_id,STRING,Extrinsic ID of extrinsic,
Polkadot (DOT),crypto_polkadot,extrinsics2000,block_time,TIMESTAMP,Block timestamp of block that includes the extrinsic,
Polkadot (DOT),crypto_polkadot,extrinsics2000,block_number,INT64,Block number that includes the extrinsic,
Polkadot (DOT),crypto_polkadot,extrinsics2000,block_hash,STRING,Block hash of extrinsic,
Polkadot (DOT),crypto_polkadot,extrinsics2000,lifetime,JSON,Lifetime of extrinsic,
Polkadot (DOT),crypto_polkadot,extrinsics2000,section,STRING,Pallet/section of extrinsic,
Polkadot (DOT),crypto_polkadot,extrinsics2000,method,STRING,Method of extrinsic pallet/section,
Polkadot (DOT),crypto_polkadot,extrinsics2000,params,JSON,Parameters of extrinsic,
Polkadot (DOT),crypto_polkadot,extrinsics2000,fee,FLOAT64,Fee of extrinsic,
Polkadot (DOT),crypto_polkadot,extrinsics2000,weight,INT64,Extrinsic weight (if available),
Polkadot (DOT),crypto_polkadot,extrinsics2000,signed,BOOL,Whether extrinsic has been signed (true) or not (false),
Polkadot (DOT),crypto_polkadot,extrinsics2000,signer_ss58,STRING,"SS58 Address of Signer of extrinsic, if signed",
Polkadot (DOT),crypto_polkadot,extrinsics2000,signer_pub_key,STRING,Pub key of Signer of extrinsic,
Polkadot (DOT),crypto_polkadot,extrinsics2000,fee_usd,FLOAT64,Fee USD of extrinsic (if available),
Polkadot (DOT),crypto_polkadot,extrinsics2000,status,BOOL,,
Polkadot (DOT),crypto_polkadot,transfers2026,event_id,STRING,,
Polkadot (DOT),crypto_polkadot,transfers2026,section,STRING,,
Polkadot (DOT),crypto_polkadot,transfers2026,method,STRING,,
Polkadot (DOT),crypto_polkadot,transfers2026,extrinsic_id,STRING,,
Polkadot (DOT),crypto_polkadot,transfers2026,extrinsic_hash,STRING,,
Polkadot (DOT),crypto_polkadot,transfers2026,block_time,TIMESTAMP,,
Polkadot (DOT),crypto_polkadot,transfers2026,block_number,INT64,,
Polkadot (DOT),crypto_polkadot,transfers2026,block_hash,STRING,,
Polkadot (DOT),crypto_polkadot,transfers2026,from_ss58,STRING,,
Polkadot (DOT),crypto_polkadot,transfers2026,from_pub_key,STRING,,
Polkadot (DOT),crypto_polkadot,transfers2026,to_ss58,STRING,,
Polkadot (DOT),crypto_polkadot,transfers2026,to_pub_key,STRING,,
Polkadot (DOT),crypto_polkadot,transfers2026,asset,STRING,,
Polkadot (DOT),crypto_polkadot,transfers2026,price_usd,FLOAT64,,
Polkadot (DOT),crypto_polkadot,transfers2026,amount_usd,FLOAT64,,
Polkadot (DOT),crypto_polkadot,transfers2026,symbol,STRING,,
Polkadot (DOT),crypto_polkadot,transfers2026,decimals,INT64,,
Polkadot (DOT),crypto_polkadot,transfers2026,amount,FLOAT64,,
Polkadot (DOT),crypto_polkadot,transfers2026,raw_amount,NUMERIC,,
Polkadot (DOT),crypto_polkadot,balances3338,symbol,STRING,,
Polkadot (DOT),crypto_polkadot,balances3338,address_ss58,STRING,,
Polkadot (DOT),crypto_polkadot,balances3338,address_pubkey,STRING,,
Polkadot (DOT),crypto_polkadot,balances3338,ts,TIMESTAMP,,
Polkadot (DOT),crypto_polkadot,balances3338,id,STRING,,
Polkadot (DOT),crypto_polkadot,balances3338,chain_name,STRING,,
Polkadot (DOT),crypto_polkadot,balances3338,asset,STRING,,
Polkadot (DOT),crypto_polkadot,balances3338,para_id,INT64,,
Polkadot (DOT),crypto_polkadot,balances3338,free,FLOAT64,,
Polkadot (DOT),crypto_polkadot,balances3338,free_usd,FLOAT64,,
Polkadot (DOT),crypto_polkadot,balances3338,free_raw,STRING,,
Polkadot (DOT),crypto_polkadot,balances3338,reserved,FLOAT64,,
Polkadot (DOT),crypto_polkadot,balances3338,reserved_usd,FLOAT64,,
Polkadot (DOT),crypto_polkadot,balances3338,reserved_raw,STRING,,
Polkadot (DOT),crypto_polkadot,balances3338,misc_frozen,FLOAT64,,
Polkadot (DOT),crypto_polkadot,balances3338,misc_frozen_usd,FLOAT64,,
Polkadot (DOT),crypto_polkadot,balances3338,misc_frozen_raw,STRING,,
Polkadot (DOT),crypto_polkadot,balances3338,frozen,FLOAT64,,
Polkadot (DOT),crypto_polkadot,balances3338,frozen_usd,FLOAT64,,
Polkadot (DOT),crypto_polkadot,balances3338,frozen_raw,STRING,,
Polkadot (DOT),crypto_polkadot,balances3338,flags_raw,STRING,,
Polkadot (DOT),crypto_polkadot,balances3338,price_usd,FLOAT64,,
Polkadot (DOT),crypto_polkadot,balances3338,nonce,INT64,,
Polkadot (DOT),crypto_polkadot,transfers2104,event_id,STRING,Event ID for the transfer,
Polkadot (DOT),crypto_polkadot,transfers2104,section,STRING,Section/Pallet for the event,
Polkadot (DOT),crypto_polkadot,transfers2104,method,STRING,Event method,
Polkadot (DOT),crypto_polkadot,transfers2104,extrinsic_id,STRING,Extrinsic ID of the extrinsic which includes the event,
Polkadot (DOT),crypto_polkadot,transfers2104,extrinsic_hash,STRING,Extrinsic Hash of the extrinsic which includes the event,
Polkadot (DOT),crypto_polkadot,transfers2104,block_time,TIMESTAMP,Block time of the block which includes the event,
Polkadot (DOT),crypto_polkadot,transfers2104,block_number,INT64,Block number of the block which includes the event,
Polkadot (DOT),crypto_polkadot,transfers2104,block_hash,STRING,Block hash of the block which includes the event,
Polkadot (DOT),crypto_polkadot,transfers2104,from_ss58,STRING,SS58 Encoded address of the origin of the transfer,
Polkadot (DOT),crypto_polkadot,transfers2104,from_pub_key,STRING,Pub key of the origin of the transfer,
Polkadot (DOT),crypto_polkadot,transfers2104,to_ss58,STRING,SS58 Encoded address of the recipient of the transfer,
Polkadot (DOT),crypto_polkadot,transfers2104,to_pub_key,STRING,Pub key of the recipient of the transfer,
Polkadot (DOT),crypto_polkadot,transfers2104,asset,STRING,String representation of the transfer,
Polkadot (DOT),crypto_polkadot,transfers2104,price_usd,FLOAT64,Estimated USD value of 1 token of the transfer,
Polkadot (DOT),crypto_polkadot,transfers2104,amount_usd,FLOAT64,Estimated value of the transfer in USD,
Polkadot (DOT),crypto_polkadot,transfers2104,symbol,STRING,"Symbol of the asset, if available",
Polkadot (DOT),crypto_polkadot,transfers2104,decimals,INT64,"Decimals of the asset, if available",
Polkadot (DOT),crypto_polkadot,transfers2104,amount,FLOAT64,Decimalized version of the asset,
Polkadot (DOT),crypto_polkadot,transfers2104,raw_amount,NUMERIC,Raw (non-decimalized) version of the amount of the asset being transferred,
Polkadot (DOT),crypto_polkadot,calls2091,relay_chain,STRING,,
Polkadot (DOT),crypto_polkadot,calls2091,para_id,INT64,,
Polkadot (DOT),crypto_polkadot,calls2091,id,STRING,,
Polkadot (DOT),crypto_polkadot,calls2091,block_hash,STRING,,
Polkadot (DOT),crypto_polkadot,calls2091,block_number,INT64,,
Polkadot (DOT),crypto_polkadot,calls2091,block_time,TIMESTAMP,,
Polkadot (DOT),crypto_polkadot,calls2091,extrinsic_hash,STRING,,
Polkadot (DOT),crypto_polkadot,calls2091,extrinsic_id,STRING,,
Polkadot (DOT),crypto_polkadot,calls2091,extrinsic_section,STRING,,
Polkadot (DOT),crypto_polkadot,calls2091,extrinsic_method,STRING,,
Polkadot (DOT),crypto_polkadot,calls2091,call_id,STRING,,
Polkadot (DOT),crypto_polkadot,calls2091,call_index,STRING,,
Polkadot (DOT),crypto_polkadot,calls2091,call_section,STRING,,
Polkadot (DOT),crypto_polkadot,calls2091,call_method,STRING,,
Polkadot (DOT),crypto_polkadot,calls2091,call_args,JSON,,
Polkadot (DOT),crypto_polkadot,calls2091,call_args_def,JSON,,
Polkadot (DOT),crypto_polkadot,calls2091,root,BOOL,,
Polkadot (DOT),crypto_polkadot,calls2091,leaf,BOOL,,
Polkadot (DOT),crypto_polkadot,calls2091,fee,FLOAT64,,
Polkadot (DOT),crypto_polkadot,calls2091,fee_usd,FLOAT64,,
Polkadot (DOT),crypto_polkadot,calls2091,weight,INT64,,
Polkadot (DOT),crypto_polkadot,calls2091,signed,BOOL,,
Polkadot (DOT),crypto_polkadot,calls2091,signer_ss58,STRING,,
Polkadot (DOT),crypto_polkadot,calls2091,signer_pub_key,STRING,,
Polkadot (DOT),crypto_polkadot,calls2091,lifetime,JSON,,
Polkadot (DOT),crypto_polkadot,AAA_tableschema,table_id,STRING,,
Polkadot (DOT),crypto_polkadot,AAA_tableschema,time_partitioning_field,STRING,,
Polkadot (DOT),crypto_polkadot,AAA_tableschema,table_cols,ARRAY<STRING>,,
Polkadot (DOT),crypto_polkadot,AAA_tableschema,table_schema,STRING,,
Polkadot (DOT),crypto_polkadot,balances3333,symbol,STRING,,
Polkadot (DOT),crypto_polkadot,balances3333,address_ss58,STRING,,
Polkadot (DOT),crypto_polkadot,balances3333,address_pubkey,STRING,,
Polkadot (DOT),crypto_polkadot,balances3333,ts,TIMESTAMP,,
Polkadot (DOT),crypto_polkadot,balances3333,id,STRING,,
Polkadot (DOT),crypto_polkadot,balances3333,chain_name,STRING,,
Polkadot (DOT),crypto_polkadot,balances3333,asset,STRING,,
Polkadot (DOT),crypto_polkadot,balances3333,para_id,INT64,,
Polkadot (DOT),crypto_polkadot,balances3333,free,FLOAT64,,
Polkadot (DOT),crypto_polkadot,balances3333,free_usd,FLOAT64,,
Polkadot (DOT),crypto_polkadot,balances3333,reserved,FLOAT64,,
Polkadot (DOT),crypto_polkadot,balances3333,reserved_usd,FLOAT64,,
Polkadot (DOT),crypto_polkadot,balances3333,misc_frozen,FLOAT64,,
Polkadot (DOT),crypto_polkadot,balances3333,misc_frozen_usd,FLOAT64,,
Polkadot (DOT),crypto_polkadot,balances3333,frozen,FLOAT64,,
Polkadot (DOT),crypto_polkadot,balances3333,frozen_usd,FLOAT64,,
Polkadot (DOT),crypto_polkadot,balances3333,price_usd,FLOAT64,,
Polkadot (DOT),crypto_polkadot,balances3333,nonce,INT64,,
Polkadot (DOT),crypto_polkadot,balances3333,free_raw,STRING,,
Polkadot (DOT),crypto_polkadot,balances3333,reserved_raw,STRING,,
Polkadot (DOT),crypto_polkadot,balances3333,misc_frozen_raw,STRING,,
Polkadot (DOT),crypto_polkadot,balances3333,frozen_raw,STRING,,
Polkadot (DOT),crypto_polkadot,balances3333,flags_raw,STRING,,
Polkadot (DOT),crypto_polkadot,specversions2091,spec_version,INT64,,
Polkadot (DOT),crypto_polkadot,specversions2091,block_number,INT64,,
Polkadot (DOT),crypto_polkadot,specversions2091,block_hash,STRING,,
Polkadot (DOT),crypto_polkadot,specversions2091,block_time,TIMESTAMP,,
Polkadot (DOT),crypto_polkadot,specversions2091,spec,JSON,,
Polkadot (DOT),crypto_polkadot,blocks2091,hash,STRING,,
Polkadot (DOT),crypto_polkadot,blocks2091,parent_hash,STRING,,
Polkadot (DOT),crypto_polkadot,blocks2091,number,INT64,,
Polkadot (DOT),crypto_polkadot,blocks2091,state_root,STRING,,
Polkadot (DOT),crypto_polkadot,blocks2091,extrinsics_root,STRING,,
Polkadot (DOT),crypto_polkadot,blocks2091,block_time,TIMESTAMP,,
Polkadot (DOT),crypto_polkadot,blocks2091,author_ss58,STRING,,
Polkadot (DOT),crypto_polkadot,blocks2091,author_pub_key,STRING,,
Polkadot (DOT),crypto_polkadot,blocks2091,spec_version,INT64,,
Polkadot (DOT),crypto_polkadot,blocks2091,relay_block_number,INT64,,
Polkadot (DOT),crypto_polkadot,blocks2091,relay_state_root,STRING,,
Polkadot (DOT),crypto_polkadot,blocks2091,extrinsic_count,INT64,,
Polkadot (DOT),crypto_polkadot,blocks2091,event_count,INT64,,
Polkadot (DOT),crypto_polkadot,blocks2091,transfer_count,INT64,,
Polkadot (DOT),crypto_polkadot,blocks2091,trace_count,INT64,,
Polkadot (DOT),crypto_polkadot,logs2037,log_id,STRING,,
Polkadot (DOT),crypto_polkadot,logs2037,block_hash,STRING,,
Polkadot (DOT),crypto_polkadot,logs2037,block_time,TIMESTAMP,,
Polkadot (DOT),crypto_polkadot,logs2037,block_number,INT64,,
Polkadot (DOT),crypto_polkadot,logs2037,log,JSON,,
Polkadot (DOT),crypto_polkadot,specversions2019,spec_version,INT64,,
Polkadot (DOT),crypto_polkadot,specversions2019,block_number,INT64,,
Polkadot (DOT),crypto_polkadot,specversions2019,block_hash,STRING,,
Polkadot (DOT),crypto_polkadot,specversions2019,block_time,TIMESTAMP,,
Polkadot (DOT),crypto_polkadot,specversions2019,spec,JSON,,
Polkadot (DOT),crypto_polkadot,balances1005,symbol,STRING,,
Polkadot (DOT),crypto_polkadot,balances1005,address_ss58,STRING,,
Polkadot (DOT),crypto_polkadot,balances1005,address_pubkey,STRING,,
Polkadot (DOT),crypto_polkadot,balances1005,ts,TIMESTAMP,,
Polkadot (DOT),crypto_polkadot,balances1005,id,STRING,,
Polkadot (DOT),crypto_polkadot,balances1005,chain_name,STRING,,
Polkadot (DOT),crypto_polkadot,balances1005,asset,STRING,,
Polkadot (DOT),crypto_polkadot,balances1005,para_id,INT64,,
Polkadot (DOT),crypto_polkadot,balances1005,free,FLOAT64,,
Polkadot (DOT),crypto_polkadot,balances1005,free_usd,FLOAT64,,
Polkadot (DOT),crypto_polkadot,balances1005,free_raw,STRING,,
Polkadot (DOT),crypto_polkadot,balances1005,reserved,FLOAT64,,
Polkadot (DOT),crypto_polkadot,balances1005,reserved_usd,FLOAT64,,
Polkadot (DOT),crypto_polkadot,balances1005,reserved_raw,STRING,,
Polkadot (DOT),crypto_polkadot,balances1005,misc_frozen,FLOAT64,,
Polkadot (DOT),crypto_polkadot,balances1005,misc_frozen_usd,FLOAT64,,
Polkadot (DOT),crypto_polkadot,balances1005,misc_frozen_raw,STRING,,
Polkadot (DOT),crypto_polkadot,balances1005,frozen,FLOAT64,,
Polkadot (DOT),crypto_polkadot,balances1005,frozen_usd,FLOAT64,,
Polkadot (DOT),crypto_polkadot,balances1005,frozen_raw,STRING,,
Polkadot (DOT),crypto_polkadot,balances1005,flags_raw,STRING,,
Polkadot (DOT),crypto_polkadot,balances1005,price_usd,FLOAT64,,
Polkadot (DOT),crypto_polkadot,balances1005,nonce,INT64,,
Polkadot (DOT),crypto_polkadot,balances2034,symbol,STRING,,
Polkadot (DOT),crypto_polkadot,balances2034,address_ss58,STRING,,
Polkadot (DOT),crypto_polkadot,balances2034,address_pubkey,STRING,,
Polkadot (DOT),crypto_polkadot,balances2034,ts,TIMESTAMP,,
Polkadot (DOT),crypto_polkadot,balances2034,id,STRING,,
Polkadot (DOT),crypto_polkadot,balances2034,chain_name,STRING,,
Polkadot (DOT),crypto_polkadot,balances2034,asset,STRING,,
Polkadot (DOT),crypto_polkadot,balances2034,para_id,INT64,,
Polkadot (DOT),crypto_polkadot,balances2034,free,FLOAT64,,
Polkadot (DOT),crypto_polkadot,balances2034,free_usd,FLOAT64,,
Polkadot (DOT),crypto_polkadot,balances2034,reserved,FLOAT64,,
Polkadot (DOT),crypto_polkadot,balances2034,reserved_usd,FLOAT64,,
Polkadot (DOT),crypto_polkadot,balances2034,misc_frozen,FLOAT64,,
Polkadot (DOT),crypto_polkadot,balances2034,misc_frozen_usd,FLOAT64,,
Polkadot (DOT),crypto_polkadot,balances2034,frozen,FLOAT64,,
Polkadot (DOT),crypto_polkadot,balances2034,frozen_usd,FLOAT64,,
Polkadot (DOT),crypto_polkadot,balances2034,price_usd,FLOAT64,,
Polkadot (DOT),crypto_polkadot,balances2034,nonce,INT64,,
Polkadot (DOT),crypto_polkadot,balances2034,free_raw,STRING,,
Polkadot (DOT),crypto_polkadot,balances2034,reserved_raw,STRING,,
Polkadot (DOT),crypto_polkadot,balances2034,misc_frozen_raw,STRING,,
Polkadot (DOT),crypto_polkadot,balances2034,frozen_raw,STRING,,
Polkadot (DOT),crypto_polkadot,balances2034,flags_raw,STRING,,
Polkadot (DOT),crypto_polkadot,transfers2056,event_id,STRING,Event ID for the transfer,
Polkadot (DOT),crypto_polkadot,transfers2056,section,STRING,Section/Pallet for the event,
Polkadot (DOT),crypto_polkadot,transfers2056,method,STRING,Event method,
Polkadot (DOT),crypto_polkadot,transfers2056,extrinsic_id,STRING,Extrinsic ID of the extrinsic which includes the event,
Polkadot (DOT),crypto_polkadot,transfers2056,extrinsic_hash,STRING,Extrinsic Hash of the extrinsic which includes the event,
Polkadot (DOT),crypto_polkadot,transfers2056,block_time,TIMESTAMP,Block time of the block which includes the event,
Polkadot (DOT),crypto_polkadot,transfers2056,block_number,INT64,Block number of the block which includes the event,
Polkadot (DOT),crypto_polkadot,transfers2056,block_hash,STRING,Block hash of the block which includes the event,
Polkadot (DOT),crypto_polkadot,transfers2056,from_ss58,STRING,SS58 Encoded address of the origin of the transfer,
Polkadot (DOT),crypto_polkadot,transfers2056,from_pub_key,STRING,Pub key of the origin of the transfer,
Polkadot (DOT),crypto_polkadot,transfers2056,to_ss58,STRING,SS58 Encoded address of the recipient of the transfer,
Polkadot (DOT),crypto_polkadot,transfers2056,to_pub_key,STRING,Pub key of the recipient of the transfer,
Polkadot (DOT),crypto_polkadot,transfers2056,asset,STRING,String representation of the transfer,
Polkadot (DOT),crypto_polkadot,transfers2056,price_usd,FLOAT64,Estimated USD value of 1 token of the transfer,
Polkadot (DOT),crypto_polkadot,transfers2056,amount_usd,FLOAT64,Estimated value of the transfer in USD,
Polkadot (DOT),crypto_polkadot,transfers2056,symbol,STRING,"Symbol of the asset, if available",
Polkadot (DOT),crypto_polkadot,transfers2056,decimals,INT64,"Decimals of the asset, if available",
Polkadot (DOT),crypto_polkadot,transfers2056,amount,FLOAT64,Decimalized version of the asset,
Polkadot (DOT),crypto_polkadot,transfers2056,raw_amount,NUMERIC,Raw (non-decimalized) version of the amount of the asset being transferred,
Polkadot (DOT),crypto_polkadot,transfers2013,event_id,STRING,,
Polkadot (DOT),crypto_polkadot,transfers2013,section,STRING,,
Polkadot (DOT),crypto_polkadot,transfers2013,method,STRING,,
Polkadot (DOT),crypto_polkadot,transfers2013,extrinsic_id,STRING,,
Polkadot (DOT),crypto_polkadot,transfers2013,extrinsic_hash,STRING,,
Polkadot (DOT),crypto_polkadot,transfers2013,block_time,TIMESTAMP,,
Polkadot (DOT),crypto_polkadot,transfers2013,block_number,INT64,,
Polkadot (DOT),crypto_polkadot,transfers2013,block_hash,STRING,,
Polkadot (DOT),crypto_polkadot,transfers2013,from_ss58,STRING,,
Polkadot (DOT),crypto_polkadot,transfers2013,from_pub_key,STRING,,
Polkadot (DOT),crypto_polkadot,transfers2013,to_ss58,STRING,,
Polkadot (DOT),crypto_polkadot,transfers2013,to_pub_key,STRING,,
Polkadot (DOT),crypto_polkadot,transfers2013,asset,STRING,,
Polkadot (DOT),crypto_polkadot,transfers2013,price_usd,FLOAT64,,
Polkadot (DOT),crypto_polkadot,transfers2013,amount_usd,FLOAT64,,
Polkadot (DOT),crypto_polkadot,transfers2013,symbol,STRING,,
Polkadot (DOT),crypto_polkadot,transfers2013,decimals,INT64,,
Polkadot (DOT),crypto_polkadot,transfers2013,amount,FLOAT64,,
Polkadot (DOT),crypto_polkadot,transfers2013,raw_amount,NUMERIC,,
Polkadot (DOT),crypto_polkadot,extrinsics2086,hash,STRING,"Hash of extrinsic data -- because of account reaping, may not be unique",
Polkadot (DOT),crypto_polkadot,extrinsics2086,extrinsic_id,STRING,Extrinsic ID of extrinsic,
Polkadot (DOT),crypto_polkadot,extrinsics2086,block_time,TIMESTAMP,Block timestamp of block that includes the extrinsic,
Polkadot (DOT),crypto_polkadot,extrinsics2086,block_number,INT64,Block number that includes the extrinsic,
Polkadot (DOT),crypto_polkadot,extrinsics2086,block_hash,STRING,Block hash of extrinsic,
Polkadot (DOT),crypto_polkadot,extrinsics2086,lifetime,JSON,Lifetime of extrinsic,
Polkadot (DOT),crypto_polkadot,extrinsics2086,section,STRING,Pallet/section of extrinsic,
Polkadot (DOT),crypto_polkadot,extrinsics2086,method,STRING,Method of extrinsic pallet/section,
Polkadot (DOT),crypto_polkadot,extrinsics2086,params,JSON,Parameters of extrinsic,
Polkadot (DOT),crypto_polkadot,extrinsics2086,fee,FLOAT64,Fee of extrinsic,
Polkadot (DOT),crypto_polkadot,extrinsics2086,weight,INT64,Extrinsic weight (if available),
Polkadot (DOT),crypto_polkadot,extrinsics2086,signed,BOOL,Whether extrinsic has been signed (true) or not (false),
Polkadot (DOT),crypto_polkadot,extrinsics2086,signer_ss58,STRING,"SS58 Address of Signer of extrinsic, if signed",
Polkadot (DOT),crypto_polkadot,extrinsics2086,signer_pub_key,STRING,Pub key of Signer of extrinsic,
Polkadot (DOT),crypto_polkadot,extrinsics2086,fee_usd,FLOAT64,Fee USD of extrinsic (if available),
Polkadot (DOT),crypto_polkadot,extrinsics2086,status,BOOL,,
Polkadot (DOT),crypto_polkadot,extrinsics0,hash,STRING,"Hash of extrinsic data -- because of account reaping, may not be unique",
Polkadot (DOT),crypto_polkadot,extrinsics0,extrinsic_id,STRING,Extrinsic ID of extrinsic,
Polkadot (DOT),crypto_polkadot,extrinsics0,block_time,TIMESTAMP,Block timestamp of block that includes the extrinsic,
Polkadot (DOT),crypto_polkadot,extrinsics0,block_number,INT64,Block number that includes the extrinsic,
Polkadot (DOT),crypto_polkadot,extrinsics0,block_hash,STRING,Block hash of extrinsic,
Polkadot (DOT),crypto_polkadot,extrinsics0,lifetime,JSON,Lifetime of extrinsic,
Polkadot (DOT),crypto_polkadot,extrinsics0,section,STRING,Pallet/section of extrinsic,
Polkadot (DOT),crypto_polkadot,extrinsics0,method,STRING,Method of extrinsic pallet/section,
Polkadot (DOT),crypto_polkadot,extrinsics0,params,JSON,Parameters of extrinsic,
Polkadot (DOT),crypto_polkadot,extrinsics0,fee,FLOAT64,Fee of extrinsic,
Polkadot (DOT),crypto_polkadot,extrinsics0,weight,INT64,Extrinsic weight (if available),
Polkadot (DOT),crypto_polkadot,extrinsics0,signed,BOOL,Whether extrinsic has been signed (true) or not (false),
Polkadot (DOT),crypto_polkadot,extrinsics0,signer_ss58,STRING,"SS58 Address of Signer of extrinsic, if signed",
Polkadot (DOT),crypto_polkadot,extrinsics0,signer_pub_key,STRING,Pub key of Signer of extrinsic,
Polkadot (DOT),crypto_polkadot,extrinsics0,fee_usd,FLOAT64,Fee USD of extrinsic (if available),
Polkadot (DOT),crypto_polkadot,extrinsics0,status,BOOL,Execution Status of the Extrinsic (true as success; false as failure),
Polkadot (DOT),crypto_polkadot,transfers2032,event_id,STRING,,
Polkadot (DOT),crypto_polkadot,transfers2032,section,STRING,,
Polkadot (DOT),crypto_polkadot,transfers2032,method,STRING,,
Polkadot (DOT),crypto_polkadot,transfers2032,extrinsic_id,STRING,,
Polkadot (DOT),crypto_polkadot,transfers2032,extrinsic_hash,STRING,,
Polkadot (DOT),crypto_polkadot,transfers2032,block_time,TIMESTAMP,,
Polkadot (DOT),crypto_polkadot,transfers2032,block_number,INT64,,
Polkadot (DOT),crypto_polkadot,transfers2032,block_hash,STRING,,
Polkadot (DOT),crypto_polkadot,transfers2032,from_ss58,STRING,,
Polkadot (DOT),crypto_polkadot,transfers2032,from_pub_key,STRING,,
Polkadot (DOT),crypto_polkadot,transfers2032,to_ss58,STRING,,
Polkadot (DOT),crypto_polkadot,transfers2032,to_pub_key,STRING,,
Polkadot (DOT),crypto_polkadot,transfers2032,asset,STRING,,
Polkadot (DOT),crypto_polkadot,transfers2032,price_usd,FLOAT64,,
Polkadot (DOT),crypto_polkadot,transfers2032,amount_usd,FLOAT64,,
Polkadot (DOT),crypto_polkadot,transfers2032,symbol,STRING,,
Polkadot (DOT),crypto_polkadot,transfers2032,decimals,INT64,,
Polkadot (DOT),crypto_polkadot,transfers2032,amount,FLOAT64,,
Polkadot (DOT),crypto_polkadot,transfers2032,raw_amount,NUMERIC,,
Polkadot (DOT),crypto_polkadot,events2000,event_id,STRING,Event ID of the event ('blocknumber-extrinsicIndex-eventIdx'),
Polkadot (DOT),crypto_polkadot,events2000,section,STRING,Event section of the event,
Polkadot (DOT),crypto_polkadot,events2000,method,STRING,Event method of the event,
Polkadot (DOT),crypto_polkadot,events2000,data,JSON,JSON data of the event,
Polkadot (DOT),crypto_polkadot,events2000,extrinsic_id,STRING,Extrinsic ID of the extrinsic that includes this event,
Polkadot (DOT),crypto_polkadot,events2000,extrinsic_hash,STRING,Extrinsic hash of the extrinsic that includes this event,
Polkadot (DOT),crypto_polkadot,events2000,block_time,TIMESTAMP,Block time (unix time) of the block that includes this event,
Polkadot (DOT),crypto_polkadot,events2000,block_number,INT64,Block number of the block that includes this event,
Polkadot (DOT),crypto_polkadot,events2000,block_hash,STRING,Block hash of the block that includes this event,
Polkadot (DOT),crypto_polkadot,events2000,data_decoded,JSON,"Decoded JSON data of the event, if available",
Polkadot (DOT),crypto_polkadot,extrinsics2092,hash,STRING,"Hash of extrinsic data -- because of account reaping, may not be unique",
Polkadot (DOT),crypto_polkadot,extrinsics2092,extrinsic_id,STRING,Extrinsic ID of extrinsic,
Polkadot (DOT),crypto_polkadot,extrinsics2092,block_time,TIMESTAMP,Block timestamp of block that includes the extrinsic,
